event_time_ms,receive_time_ms,latency_ms,transaction_time_ms,update_id,symbol,bid_price,bid_qty,ask_price,ask_qty
1787584345779,1787584345799,20,1787584345778,11375708526488,ETHUSDT,2516.96,60.517,2516.97,144.671
1787584345779,1787584345800,21,1787584345779,11375708526517,ETHUSDT,2516.96,60.476,2516.97,144.671
1787584345781,1787584345800,19,1787584345781,11375708526764,ETHUSDT,2516.96,60.476,2516.97,141.022
1787584345782,1787584345801,19,1787584345782,11375708526822,ETHUSDT,2516.96,60.531,2516.97,141.022
1787584345790,1787584345807,17,1787584345790,11375708527540,ETHUSDT,2516.96,60.547,2516.97,141.022
1787584345792,1787584345809,17,1787584345791,11375708527656,ETHUSDT,2516.96,60.547,2516.97,144.666
1787584345799,1787584345823,24,1787584345799,11375708528204,ETHUSDT,2516.96,60.547,2516.97,141.022
1787584345799,1787584345824,25,1787584345799,11375708528213,ETHUSDT,2516.96,60.547,2516.97,144.667
1787584345811,1787584345834,23,1787584345810,11375708528913,ETHUSDT,2516.96,60.547,2516.97,141.022
1787584345811,1787584345834,23,1787584345810,11375708528919,ETHUSDT,2516.96,60.547,2516.97,144.668
1787584345814,1787584346000,186,1787584345814,11375708529132,ETHUSDT,2516.96,60.547,2516.97,141.022
1787584345814,1787584346000,186,1787584345814,11375708529139,ETHUSDT,2516.96,60.547,2516.97,144.669
1787584345820,1787584346000,180,1787584345819,11375708529491,ETHUSDT,2516.95,1.319,2516.96,21.401
1787584345820,1787584346001,181,1787584345820,11375708529537,ETHUSDT,2516.95,1.319,2516.96,21.838
1787584345820,1787584346001,181,1787584345820,11375708529538,ETHUSDT,2516.95,1.319,2516.96,22.894
1787584345820,1787584346001,181,1787584345820,11375708529543,ETHUSDT,2516.95,1.319,2516.96,29.914
1787584345820,1787584346001,181,1787584345820,11375708529554,ETHUSDT,2516.95,1.319,2516.96,37.976
1787584345821,1787584346002,181,1787584345820,11375708529575,ETHUSDT,2516.95,1.319,2516.96,45.937
1787584345821,1787584346002,181,1787584345821,11375708529592,ETHUSDT,2516.95,1.319,2516.96,60.559
1787584345821,1787584346002,181,1787584345821,11375708529605,ETHUSDT,2516.95,1.319,2516.96,64.188
1787584345821,1787584346002,181,1787584345821,11375708529607,ETHUSDT,2516.95,1.319,2516.96,80.678
1787584345821,1787584346002,181,1787584345821,11375708529617,ETHUSDT,2516.95,1.319,2516.96,94.703
1787584345821,1787584346002,181,1787584345821,11375708529623,ETHUSDT,2516.95,1.319,2516.96,94.954
1787584345821,1787584346003,182,1787584345821,11375708529626,ETHUSDT,2516.95,1.319,2516.96,102.102
1787584345821,1787584346003,182,1787584345821,11375708529657,ETHUSDT,2516.95,1.319,2516.96,104.584
1787584345821,1787584346003,182,1787584345821,11375708529671,ETHUSDT,2516.95,1.319,2516.96,106.300
1787584345821,1787584346003,182,1787584345821,11375708529674,ETHUSDT,2516.95,1.319,2516.96,120.762
1787584345821,1787584346003,182,1787584345821,11375708529677,ETHUSDT,2516.95,1.319,2516.96,123.247
1787584345821,1787584346003,182,1787584345821,11375708529691,ETHUSDT,2516.95,1.319,2516.96,125.226
1787584345821,1787584346003,182,1787584345821,11375708529703,ETHUSDT,2516.95,1.319,2516.96,127.712
1787584345821,1787584346003,182,1787584345821,11375708529720,ETHUSDT,2516.95,1.319,2516.96,130.200
1787584345821,1787584346003,182,1787584345821,11375708529727,ETHUSDT,2516.95,1.319,2516.96,132.681
1787584345821,1787584346003,182,1787584345821,11375708529733,ETHUSDT,2516.95,1.319,2516.96,136.094
1787584345821,1787584346003,182,1787584345821,11375708529781,ETHUSDT,2516.95,1.319,2516.96,128.133
1787584345821,1787584346003,182,1787584345821,11375708529783,ETHUSDT,2516.95,0.529,2516.96,128.133
1787584345821,1787584346003,182,1787584345821,11375708529824,ETHUSDT,2516.95,0.529,2516.96,128.153
1787584345821,1787584346003,182,1787584345821,11375708529828,ETHUSDT,2516.95,0.539,2516.96,128.153
1787584345822,1787584346004,182,1787584345821,11375708529832,ETHUSDT,2516.95,0.539,2516.96,135.153
1787584345822,1787584346004,182,1787584345821,11375708529838,ETHUSDT,2516.95,0.539,2516.96,141.113
1787584345822,1787584346097,275,1787584345821,11375708529849,ETHUSDT,2516.95,0.539,2516.96,144.688
1787584345822,1787584346097,275,1787584345821,11375708529854,ETHUSDT,2516.95,0.539,2516.96,154.770
1787584345822,1787584346097,275,1787584345821,11375708529860,ETHUSDT,2516.95,0.539,2516.96,155.137
1787584345822,1787584346098,276,1787584345821,11375708529865,ETHUSDT,2516.95,0.539,2516.96,160.095
1787584345822,1787584346098,276,1787584345821,11375708529868,ETHUSDT,2516.95,2.726,2516.96,160.095
1787584345822,1787584346098,276,1787584345821,11375708529869,ETHUSDT,2516.95,2.726,2516.96,163.670
1787584345822,1787584346098,276,1787584345821,11375708529873,ETHUSDT,2516.95,5.200,2516.96,163.670
1787584345822,1787584346098,276,1787584345821,11375708529874,ETHUSDT,2516.95,7.285,2516.96,163.670
1787584345822,1787584346098,276,1787584345821,11375708529878,ETHUSDT,2516.95,7.285,2516.96,177.620
1787584345822,1787584346098,276,1787584345821,11375708529882,ETHUSDT,2516.95,7.285,2516.96,177.628
1787584345822,1787584346098,276,1787584345821,11375708529883,ETHUSDT,2516.95,7.293,2516.96,177.628
1787584345822,1787584346098,276,1787584345821,11375708529896,ETHUSDT,2516.95,7.293,2516.96,177.995
1787584345822,1787584346098,276,1787584345821,11375708529898,ETHUSDT,2516.95,7.293,2516.96,178.413
1787584345822,1787584346098,276,1787584345821,11375708529903,ETHUSDT,2516.95,7.293,2516.96,181.508
1787584345822,1787584346098,276,1787584345821,11375708529906,ETHUSDT,2516.95,7.293,2516.96,192.411
1787584345822,1787584346098,276,1787584345821,11375708529920,ETHUSDT,2516.95,7.293,2516.96,192.778
1787584345822,1787584346098,276,1787584345821,11375708529921,ETHUSDT,2516.95,9.561,2516.96,192.778
1787584345822,1787584346099,277,1787584345821,11375708529922,ETHUSDT,2516.95,9.561,2516.96,206.389
1787584345822,1787584346099,277,1787584345821,11375708529924,ETHUSDT,2516.95,9.561,2516.96,209.484
1787584345822,1787584346099,277,1787584345821,11375708529927,ETHUSDT,2516.95,9.561,2516.96,209.851
1787584345822,1787584346099,277,1787584345821,11375708529928,ETHUSDT,2516.95,9.561,2516.96,210.269
1787584345822,1787584346099,277,1787584345821,11375708529930,ETHUSDT,2516.95,9.561,2516.96,210.899
1787584345822,1787584346100,278,1787584345821,11375708529931,ETHUSDT,2516.95,11.905,2516.96,210.899
1787584345822,1787584346100,278,1787584345821,11375708529932,ETHUSDT,2516.95,11.905,2516.96,211.266
1787584345822,1787584346100,278,1787584345821,11375708529938,ETHUSDT,2516.95,11.905,2516.96,211.633
1787584345822,1787584346100,278,1787584345821,11375708529950,ETHUSDT,2516.95,11.905,2516.96,225.244
1787584345822,1787584346100,278,1787584345821,11375708529967,ETHUSDT,2516.95,11.905,2516.96,238.855
1787584345822,1787584346100,278,1787584345821,11375708529974,ETHUSDT,2516.95,11.905,2516.96,238.863
1787584345822,1787584346100,278,1787584345821,11375708529982,ETHUSDT,2516.95,11.905,2516.96,245.805
1787584345822,1787584346100,278,1787584345821,11375708529986,ETHUSDT,2516.95,18.095,2516.96,245.805
1787584345822,1787584346100,278,1787584345821,11375708529995,ETHUSDT,2516.95,18.095,2516.96,254.041
1787584345822,1787584346100,278,1787584345822,11375708530007,ETHUSDT,2516.95,18.095,2516.96,256.525
1787584345822,1787584346101,279,1787584345822,11375708530009,ETHUSDT,2516.95,18.095,2516.96,259.620
1787584345822,1787584346101,279,1787584345822,11375708530015,ETHUSDT,2516.95,18.095,2516.96,273.231
1787584345822,1787584346101,279,1787584345822,11375708530027,ETHUSDT,2516.95,18.095,2516.96,288.645
1787584345822,1787584346101,279,1787584345822,11375708530029,ETHUSDT,2516.95,18.095,2516.96,302.256
1787584345822,1787584346101,279,1787584345822,11375708530046,ETHUSDT,2516.95,18.095,2516.96,302.674
1787584345822,1787584346101,279,1787584345822,11375708530055,ETHUSDT,2516.95,18.095,2516.96,316.285
1787584345822,1787584346101,279,1787584345822,11375708530064,ETHUSDT,2516.95,18.095,2516.96,324.157
1787584345822,1787584346101,279,1787584345822,11375708530070,ETHUSDT,2516.95,18.095,2516.96,326.644
1787584345822,1787584346101,279,1787584345822,11375708530081,ETHUSDT,2516.95,18.095,2516.96,327.011
1787584345822,1787584346101,279,1787584345822,11375708530084,ETHUSDT,2516.95,18.095,2516.96,340.622
1787584345822,1787584346101,279,1787584345822,11375708530088,ETHUSDT,2516.95,18.095,2516.96,340.634
1787584345822,1787584346101,279,1787584345822,11375708530095,ETHUSDT,2516.95,18.095,2516.96,347.634
1787584345822,1787584346102,280,1787584345822,11375708530096,ETHUSDT,2516.95,18.095,2516.96,348.001
1787584345822,1787584346102,280,1787584345822,11375708530104,ETHUSDT,2516.95,18.095,2516.96,351.096
